Item_Identifier,Outlet_Identifier,Predicted_Weekly_Demand,EOQ,Safety_Stock,Reorder_Point,Inventory_Status
FD,OUT049,3088.3962,3272.07,2696.48,5776.41,High Stock Required
NC,OUT010,354.0233,1107.83,309.08,662.16,Low Stock Required
FD,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT013,2552.1245,2974.45,2228.23,4773.36,Medium Stock Required
FD,OUT010,256.9637,943.83,224.34,480.61,Low Stock Required
NC,OUT046,1117.1293,1967.92,975.38,2089.43,Low Stock Required
DR,OUT019,248.61691,928.37,217.05,464.99,Low Stock Required
NC,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
NC,OUT018,812.8157,1678.62,709.65,1520.25,Low Stock Required
FD,OUT035,691.9282,1548.77,604.14,1294.2,Low Stock Required
FD,OUT017,3797.3267,3628.23,3315.46,7102.39,High Stock Required
FD,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
FD,OUT019,314.36078,1043.93,274.46,587.99,Low Stock Required
FD,OUT035,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
NC,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT046,692.6677,1549.6,604.75,1295.51,Low Stock Required
FD,OUT010,577.7511,1415.23,504.43,1080.6,Low Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
DR,OUT035,684.2998,1540.21,597.46,1279.89,Low Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
FD,OUT010,196.85481,826.09,171.87,368.22,Low Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
DR,OUT046,885.8641,1752.43,773.43,1656.9,Low Stock Required
NC,OUT049,1560.577,2325.94,1362.56,2918.87,Medium Stock Required
FD,OUT010,513.7404,1334.53,448.55,960.88,Low Stock Required
FD,OUT046,1630.8413,2377.73,1423.89,3050.27,Medium Stock Required
NC,OUT035,3914.9749,3684.01,3418.18,7322.43,High Stock Required
FD,OUT013,4086.1992,3763.71,3567.65,7642.63,High Stock Required
NC,OUT010,478.12823,1287.44,417.47,894.31,Low Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
NC,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
FD,OUT046,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT035,2533.7395,2963.72,2212.21,4739.0,Medium Stock Required
FD,OUT049,1517.7314,2293.79,1325.14,2838.68,Medium Stock Required
NC,OUT045,972.4473,1836.07,849.04,1818.82,Low Stock Required
FD,OUT027,4934.373,4135.92,4308.17,9229.03,High Stock Required
NC,OUT018,2349.3193,2853.82,2051.17,4394.07,Medium Stock Required
FD,OUT045,2663.4604,3038.64,2325.45,4981.6,Medium Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT018,1367.446,2177.26,1193.92,2557.59,Low Stock Required
FD,OUT045,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
NC,OUT046,1517.7314,2293.79,1325.14,2838.68,Medium Stock Required
FD,OUT010,652.8137,1504.36,569.96,1220.96,Low Stock Required
FD,OUT046,920.982,1786.82,804.12,1722.59,Low Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT045,3733.8164,3597.76,3259.97,6983.55,High Stock Required
NC,OUT019,597.4687,1439.18,521.63,1117.47,Low Stock Required
DR,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT013,2661.275,3037.39,2323.58,4977.56,Medium Stock Required
FD,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT049,3761.037,3610.85,3283.76,7034.5,High Stock Required
FD,OUT049,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
NC,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
NC,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT046,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT018,1423.315,2221.3,1242.68,2662.07,Low Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT019,514.12915,1335.03,448.9,961.65,Low Stock Required
FD,OUT045,3733.8164,3597.76,3259.97,6983.55,High Stock Required
FD,OUT049,3912.3367,3682.77,3415.86,7317.45,High Stock Required
FD,OUT045,4057.625,3750.52,3542.68,7589.17,High Stock Required
DR,OUT045,2559.7385,2978.89,2234.91,4787.67,Medium Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
NC,OUT045,1451.857,2243.46,1267.61,2715.49,Low Stock Required
FD,OUT049,3889.361,3671.94,3395.78,7274.48,High Stock Required
FD,OUT018,3190.411,3325.67,2785.53,5967.17,High Stock Required
DR,OUT010,659.467,1512.0,575.76,1233.41,Low Stock Required
FD,OUT049,3738.2703,3599.91,3263.86,6991.92,High Stock Required
NC,OUT046,4011.793,3729.28,3502.69,7503.47,High Stock Required
FD,OUT035,3648.801,3556.57,3185.76,6824.57,High Stock Required
FD,OUT018,2340.8635,2848.68,2043.79,4378.22,Medium Stock Required
FD,OUT013,3744.3994,3602.86,3269.23,7003.38,High Stock Required
FD,OUT010,184.85747,800.52,161.39,345.77,Low Stock Required
FD,OUT035,3887.3406,3670.98,3394.04,7270.71,High Stock Required
FD,OUT017,3528.4333,3497.41,3080.68,6599.44,High Stock Required
FD,OUT017,2526.8987,2959.72,2206.23,4726.23,Medium Stock Required
NC,OUT035,691.9282,1548.77,604.14,1294.2,Low Stock Required
FD,OUT046,1451.857,2243.46,1267.61,2715.49,Low Stock Required
FD,OUT018,3077.2017,3266.13,2686.7,5755.5,High Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
DR,OUT027,4071.5679,3756.96,3554.86,7615.28,High Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
FD,OUT045,1619.036,2369.1,1413.59,3028.21,Medium Stock Required
FD,OUT018,1421.1619,2219.62,1240.8,2658.09,Low Stock Required
FD,OUT027,4230.993,3829.81,3694.08,7913.47,High Stock Required
FD,OUT049,2074.1177,2681.47,1810.89,3879.32,Medium Stock Required
NC,OUT018,1608.4204,2361.33,1404.29,3008.27,Medium Stock Required
FD,OUT046,4011.793,3729.28,3502.69,7503.47,High Stock Required
NC,OUT035,4020.851,3733.49,3510.6,7520.41,High Stock Required
FD,OUT049,4013.4548,3730.06,3504.13,7506.59,High Stock Required
FD,OUT027,5900.161,4522.6,5151.41,11035.4,High Stock Required
FD,OUT045,655.348,1507.27,572.18,1225.7,Low Stock Required
FD,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT046,680.6964,1536.15,594.32,1273.18,Low Stock Required
NC,OUT046,4043.9634,3744.21,3530.76,7563.67,High Stock Required
DR,OUT010,451.39642,1250.94,394.12,844.29,Low Stock Required
FD,OUT035,1077.1534,1932.39,940.46,2014.68,Low Stock Required
FD,OUT049,2532.7249,2963.13,2211.3,4737.11,Medium Stock Required
FD,OUT035,888.2813,1754.81,775.57,1661.42,Low Stock Required
DR,OUT046,2663.72,3038.79,2325.67,4982.1,Medium Stock Required
NC,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT049,2542.8777,2969.06,2220.2,4756.09,Medium Stock Required
FD,OUT018,1328.4894,2146.03,1159.91,2484.73,Low Stock Required
FD,OUT019,475.0604,1283.31,414.77,888.53,Low Stock Required
FD,OUT017,2530.9985,2962.12,2209.81,4733.87,Medium Stock Required
FD,OUT010,259.2316,947.98,226.35,484.86,Low Stock Required
FD,OUT027,5163.0137,4230.66,4507.8,9656.65,High Stock Required
NC,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT046,2055.072,2669.13,1794.26,3843.72,Medium Stock Required
FD,OUT019,258.66138,946.94,225.83,483.78,Low Stock Required
FD,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
NC,OUT019,315.43634,1045.71,275.42,590.0,Low Stock Required
NC,OUT027,2348.303,2853.21,2050.3,4392.15,Medium Stock Required
NC,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT045,2542.382,2968.77,2219.76,4755.16,Medium Stock Required
FD,OUT045,2606.0596,3005.72,2275.34,4874.23,Medium Stock Required
FD,OUT027,5163.0137,4230.66,4507.8,9656.65,High Stock Required
FD,OUT035,699.9304,1557.7,611.12,1309.16,Low Stock Required
FD,OUT046,3597.8926,3531.67,3141.32,6729.38,High Stock Required
FD,OUT018,2653.395,3032.89,2316.68,4962.82,Medium Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT019,322.99188,1058.16,282.01,604.15,Low Stock Required
FD,OUT017,671.2691,1525.47,586.07,1255.48,Low Stock Required
FD,OUT027,3691.7896,3577.46,3223.3,6904.95,High Stock Required
FD,OUT046,2799.4053,3115.22,2444.15,5235.89,Medium Stock Required
FD,OUT013,3575.648,3520.74,3121.89,6687.76,High Stock Required
FD,OUT035,3740.9082,3601.18,3266.17,6996.82,High Stock Required
FD,OUT027,2537.56,2965.95,2215.53,4746.17,Medium Stock Required
NC,OUT013,3098.6147,3277.48,2705.38,5795.53,High Stock Required
DR,OUT035,3891.9993,3673.18,3398.1,7279.46,High Stock Required
FD,OUT027,5082.658,4197.6,4437.65,9506.35,High Stock Required
FD,OUT010,254.29977,938.92,222.03,475.64,Low Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT046,3597.8926,3531.67,3141.32,6729.38,High Stock Required
FD,OUT019,534.6927,1361.47,466.85,1000.11,Low Stock Required
FD,OUT019,256.43652,942.86,223.91,479.62,Low Stock Required
NC,OUT046,3871.2458,3663.38,3379.98,7240.62,High Stock Required
FD,OUT045,687.1765,1543.44,599.99,1285.29,Low Stock Required
FD,OUT018,2349.3193,2853.82,2051.17,4394.07,Medium Stock Required
FD,OUT018,812.8157,1678.62,709.65,1520.25,Low Stock Required
FD,OUT049,3088.3962,3272.07,2696.48,5776.41,High Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT035,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
FD,OUT046,3620.768,3542.88,3161.27,6772.15,High Stock Required
FD,OUT013,2006.3479,2637.3,1751.74,3752.62,Medium Stock Required
FD,OUT017,2650.9058,3031.47,2314.5,4958.12,Medium Stock Required
NC,OUT027,4999.1196,4162.97,4364.7,9350.1,High Stock Required
FD,OUT035,3588.081,3526.85,3132.76,6711.02,High Stock Required
FD,OUT027,2551.003,2973.8,2227.27,4771.28,Medium Stock Required
NC,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
NC,OUT049,656.2777,1508.34,573.01,1227.51,Low Stock Required
FD,OUT010,159.16086,742.8,138.95,297.64,Low Stock Required
FD,OUT017,3741.9546,3601.68,3267.09,6998.79,High Stock Required
NC,OUT027,4992.804,4160.34,4359.2,9338.3,High Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
NC,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT046,2964.5317,3205.78,2588.34,5544.72,Medium Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT013,2010.7026,2640.16,1755.54,3760.76,Medium Stock Required
FD,OUT018,1371.0742,2180.15,1197.06,2564.37,Low Stock Required
FD,OUT049,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
FD,OUT045,4043.7314,3744.1,3530.59,7563.22,High Stock Required
FD,OUT045,3086.644,3271.14,2694.95,5773.13,High Stock Required
FD,OUT013,1661.718,2400.13,1450.83,3108.01,Medium Stock Required
FD,OUT045,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
FD,OUT035,2553.774,2975.41,2229.67,4776.48,Medium Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT049,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT013,2830.2559,3132.34,2471.09,5293.56,Medium Stock Required
FD,OUT046,2663.72,3038.79,2325.67,4982.1,Medium Stock Required
FD,OUT027,4849.041,4100.0,4233.7,9069.44,High Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
NC,OUT046,2530.198,2961.65,2209.11,4732.4,Medium Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
NC,OUT013,728.8136,1589.51,636.31,1363.12,Low Stock Required
FD,OUT017,2956.1438,3201.24,2581.01,5529.06,Medium Stock Required
FD,OUT010,499.09833,1315.37,435.76,933.46,Low Stock Required
FD,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
FD,OUT045,3086.644,3271.14,2694.95,5773.13,High Stock Required
FD,OUT010,594.3895,1435.46,518.97,1111.73,Low Stock Required
FD,OUT046,680.6964,1536.15,594.32,1273.18,Low Stock Required
NC,OUT027,4923.1787,4131.22,4298.44,9208.1,High Stock Required
FD,OUT027,4947.575,4141.45,4319.74,9253.76,High Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT013,847.7397,1714.3,740.17,1585.56,Low Stock Required
FD,OUT049,3632.7847,3548.75,3171.79,6794.64,High Stock Required
FD,OUT018,709.74585,1568.58,619.68,1327.45,Low Stock Required
FD,OUT027,5006.275,4165.94,4370.99,9363.53,High Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
NC,OUT017,2777.5215,3103.02,2425.03,5194.93,Medium Stock Required
FD,OUT035,3763.675,3612.12,3286.08,7039.41,High Stock Required
FD,OUT010,369.79776,1132.24,322.87,691.63,Low Stock Required
FD,OUT010,236.87381,906.18,206.79,443.04,Low Stock Required
FD,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
NC,OUT035,2533.7395,2963.72,2212.21,4739.0,Medium Stock Required
FD,OUT049,2830.6248,3132.54,2471.39,5294.28,Medium Stock Required
FD,OUT049,3884.703,3669.74,3391.72,7265.8,High Stock Required
DR,OUT045,679.5481,1534.85,593.31,1270.98,Low Stock Required
FD,OUT013,2666.0525,3040.12,2327.72,4986.46,Medium Stock Required
DR,OUT035,2536.5388,2965.36,2214.66,4744.25,Medium Stock Required
FD,OUT010,185.18695,801.24,161.7,346.36,Low Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT018,1790.332,2491.28,1563.15,3348.57,Medium Stock Required
FD,OUT013,3767.1663,3613.79,3289.09,7045.92,High Stock Required
FD,OUT049,3761.037,3610.85,3283.76,7034.5,High Stock Required
NC,OUT046,3080.8816,3268.09,2689.93,5762.37,High Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
NC,OUT045,1647.2087,2389.63,1438.17,3080.86,Medium Stock Required
NC,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT013,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT017,657.2724,1509.48,573.84,1229.32,Low Stock Required
FD,OUT049,1624.3219,2372.97,1418.17,3038.04,Medium Stock Required
FD,OUT010,417.45786,1202.99,364.47,780.76,Low Stock Required
NC,OUT019,178.90527,787.53,156.2,334.63,Low Stock Required
DR,OUT045,847.88574,1714.45,740.3,1585.83,Low Stock Required
FD,OUT049,3889.361,3671.94,3395.78,7274.48,High Stock Required
FD,OUT046,1128.7423,1978.12,985.51,2111.18,Low Stock Required
FD,OUT045,1515.5784,2292.16,1323.27,2834.71,Medium Stock Required
FD,OUT017,727.88464,1588.5,635.53,1361.43,Low Stock Required
NC,OUT019,272.08624,971.2,237.57,508.89,Low Stock Required
FD,OUT017,3904.7393,3679.19,3409.23,7303.26,High Stock Required
FD,OUT046,1297.8867,2121.16,1133.19,2427.49,Low Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT013,1516.0773,2292.54,1323.7,2835.63,Medium Stock Required
FD,OUT018,709.74585,1568.58,619.68,1327.45,Low Stock Required
FD,OUT018,2750.166,3087.7,2401.15,5143.75,Medium Stock Required
FD,OUT017,1395.5991,2199.56,1218.5,2610.31,Low Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT049,728.2342,1588.88,635.83,1362.08,Low Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT010,189.96976,811.52,165.84,355.26,Low Stock Required
DR,OUT010,671.2971,1525.5,586.11,1255.59,Low Stock Required
FD,OUT049,4029.9082,3737.69,3518.5,7537.34,High Stock Required
DR,OUT019,267.21887,962.48,233.29,499.78,Low Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT035,679.9569,1535.31,593.66,1271.75,Low Stock Required
FD,OUT018,2750.166,3087.7,2401.15,5143.75,Medium Stock Required
NC,OUT035,931.34814,1796.85,813.16,1741.99,Low Stock Required
NC,OUT035,3106.8513,3281.83,2712.58,5810.92,High Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT017,2054.3928,2668.69,1793.69,3842.45,Medium Stock Required
FD,OUT049,847.6157,1714.18,740.04,1585.36,Low Stock Required
FD,OUT010,185.5589,802.04,162.0,347.08,Low Stock Required
FD,OUT045,2669.4824,3042.07,2330.73,4992.9,Medium Stock Required
FD,OUT010,184.85747,800.52,161.39,345.77,Low Stock Required
FD,OUT045,1619.036,2369.1,1413.59,3028.21,Medium Stock Required
FD,OUT017,633.73035,1482.2,553.33,1185.29,Low Stock Required
FD,OUT017,3528.4333,3497.41,3080.68,6599.44,High Stock Required
DR,OUT010,614.50806,1459.55,536.52,1149.37,Low Stock Required
DR,OUT010,434.0268,1226.63,378.97,811.78,Low Stock Required
FD,OUT035,2533.7395,2963.72,2212.21,4739.0,Medium Stock Required
FD,OUT013,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT045,4043.7314,3744.1,3530.59,7563.22,High Stock Required
FD,OUT046,2901.5588,3171.55,2533.34,5426.93,Medium Stock Required
NC,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT045,3907.883,3680.67,3411.98,7309.16,High Stock Required
NC,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
NC,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT027,2348.303,2853.21,2050.3,4392.15,Medium Stock Required
NC,OUT017,2644.8838,3028.02,2309.26,4946.93,Medium Stock Required
FD,OUT013,833.52106,1699.86,727.73,1558.98,Low Stock Required
DR,OUT046,2536.6196,2965.4,2214.7,4744.36,Medium Stock Required
FD,OUT013,1058.8856,1915.93,924.52,1980.47,Low Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
DR,OUT046,817.09436,1683.03,713.41,1528.28,Low Stock Required
FD,OUT046,692.6677,1549.6,604.75,1295.51,Low Stock Required
NC,OUT049,4013.4548,3730.06,3504.13,7506.59,High Stock Required
FD,OUT010,381.65402,1150.25,333.22,713.81,Low Stock Required
NC,OUT045,3566.781,3516.37,3114.17,6671.15,High Stock Required
FD,OUT035,2077.7556,2683.82,1814.08,3886.15,Medium Stock Required
FD,OUT046,4004.2527,3725.78,3496.1,7489.39,High Stock Required
FD,OUT018,1367.446,2177.26,1193.92,2557.59,Low Stock Required
FD,OUT010,122.594055,651.91,107.04,229.33,Low Stock Required
DR,OUT018,2354.9878,2857.26,2056.15,4404.72,Medium Stock Required
FD,OUT046,2815.7288,3124.29,2458.43,5266.41,Medium Stock Required
NC,OUT017,2530.9985,2962.12,2209.81,4733.87,Medium Stock Required
NC,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT027,1391.5918,2196.4,1215.0,2602.75,Low Stock Required
DR,OUT018,616.9064,1462.4,538.61,1153.84,Low Stock Required
FD,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
FD,OUT049,4048.185,3746.16,3534.48,7571.59,High Stock Required
NC,OUT010,193.31296,818.63,168.77,361.55,Low Stock Required
FD,OUT046,3894.2214,3674.23,3400.02,7283.55,High Stock Required
FD,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT018,3164.3357,3312.05,2762.79,5918.46,High Stock Required
FD,OUT019,344.3546,1092.59,300.65,644.07,Low Stock Required
FD,OUT019,272.08624,971.2,237.57,508.89,Low Stock Required
FD,OUT049,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
NC,OUT046,3918.9246,3685.87,3421.58,7329.75,High Stock Required
NC,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
DR,OUT018,1367.446,2177.26,1193.92,2557.59,Low Stock Required
FD,OUT045,3605.4553,3535.38,3147.91,6743.46,High Stock Required
NC,OUT010,154.1803,731.09,134.63,288.42,Low Stock Required
FD,OUT035,1297.9323,2121.2,1133.24,2427.61,Low Stock Required
DR,OUT027,1391.5918,2196.4,1215.0,2602.75,Low Stock Required
FD,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
FD,OUT018,2653.395,3032.89,2316.68,4962.82,Medium Stock Required
FD,OUT035,1662.2766,2400.53,1451.35,3109.09,Medium Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
FD,OUT010,122.594055,651.91,107.04,229.33,Low Stock Required
FD,OUT018,1835.8688,2522.77,1602.88,3433.73,Medium Stock Required
FD,OUT018,3146.8533,3302.89,2747.51,5885.75,High Stock Required
NC,OUT017,3487.1475,3476.89,3044.62,6522.22,High Stock Required
FD,OUT027,1004.8883,1866.44,877.38,1879.5,Low Stock Required
NC,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT045,4057.625,3750.52,3542.68,7589.17,High Stock Required
NC,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT046,3995.3396,3721.63,3488.33,7472.73,High Stock Required
FD,OUT017,3900.4253,3677.16,3405.48,7295.24,High Stock Required
DR,OUT035,729.87726,1590.67,637.27,1365.13,Low Stock Required
FD,OUT027,3060.7131,3257.37,2672.29,5724.64,High Stock Required
FD,OUT013,2815.5603,3124.2,2458.25,5266.09,Medium Stock Required
FD,OUT013,3621.1267,3543.06,3161.62,6772.85,High Stock Required
FD,OUT019,529.9213,1355.38,462.65,991.15,Low Stock Required
NC,OUT046,1998.8257,2632.35,1745.19,3738.51,Medium Stock Required
NC,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
NC,OUT046,4011.793,3729.28,3502.69,7503.47,High Stock Required
FD,OUT013,2010.7026,2640.16,1755.54,3760.76,Medium Stock Required
NC,OUT035,679.9569,1535.31,593.66,1271.75,Low Stock Required
DR,OUT027,5006.275,4165.94,4370.99,9363.53,High Stock Required
DR,OUT013,1058.8856,1915.93,924.52,1980.47,Low Stock Required
FD,OUT010,369.79776,1132.24,322.87,691.63,Low Stock Required
NC,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
NC,OUT019,165.19682,756.76,144.24,308.95,Low Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT035,3631.014,3547.89,3170.22,6791.32,High Stock Required
FD,OUT027,2262.699,2800.72,1975.56,4232.08,Medium Stock Required
FD,OUT035,691.9282,1548.77,604.14,1294.2,Low Stock Required
NC,OUT010,234.10788,900.87,204.39,437.84,Low Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT010,109.82784,617.04,95.91,205.46,Low Stock Required
FD,OUT018,630.9031,1478.9,550.84,1180.0,Low Stock Required
NC,OUT035,2542.9604,2969.11,2220.24,4756.2,Medium Stock Required
FD,OUT019,175.09161,779.09,152.88,327.46,Low Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT046,2066.0596,2676.25,1803.86,3864.24,Medium Stock Required
FD,OUT045,1647.2087,2389.63,1438.17,3080.86,Medium Stock Required
FD,OUT010,169.92154,767.5,148.34,317.81,Low Stock Required
FD,OUT019,532.56354,1358.76,464.97,996.06,Low Stock Required
FD,OUT017,3059.8726,3256.92,2671.55,5723.06,High Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT027,1614.2172,2365.58,1409.35,3019.14,Medium Stock Required
FD,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
NC,OUT027,3920.7568,3686.73,3423.2,7333.19,High Stock Required
NC,OUT049,3088.3962,3272.07,2696.48,5776.41,High Stock Required
FD,OUT035,4053.0215,3748.4,3538.67,7580.61,High Stock Required
NC,OUT027,2537.56,2965.95,2215.53,4746.17,Medium Stock Required
FD,OUT017,2808.5405,3120.3,2452.14,5252.98,Medium Stock Required
FD,OUT035,3084.4448,3269.98,2693.03,5769.04,High Stock Required
FD,OUT035,679.9569,1535.31,593.66,1271.75,Low Stock Required
FD,OUT045,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT049,2814.3013,3123.5,2457.16,5263.74,Medium Stock Required
NC,OUT018,1542.0787,2312.11,1346.4,2884.23,Medium Stock Required
FD,OUT035,4039.128,3741.97,3526.57,7554.65,High Stock Required
FD,OUT046,3561.7642,3513.89,3109.76,6661.77,High Stock Required
FD,OUT045,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT013,3638.9138,3551.75,3177.12,6806.06,High Stock Required
FD,OUT010,517.1326,1338.93,451.52,967.21,Low Stock Required
FD,OUT027,5891.2646,4519.19,5143.64,11018.74,High Stock Required
FD,OUT010,493.31503,1307.73,430.7,922.66,Low Stock Required
FD,OUT013,3655.301,3559.73,3191.43,6836.75,High Stock Required
NC,OUT019,260.332,949.99,227.31,486.94,Low Stock Required
FD,OUT019,249.0163,929.12,217.4,465.76,Low Stock Required
FD,OUT049,2532.7249,2963.13,2211.3,4737.11,Medium Stock Required
FD,OUT010,256.9637,943.83,224.34,480.61,Low Stock Required
FD,OUT013,2010.7026,2640.16,1755.54,3760.76,Medium Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
NC,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT018,2858.4668,3147.91,2495.71,5346.32,Medium Stock Required
FD,OUT046,1515.5784,2292.16,1323.27,2834.71,Medium Stock Required
DR,OUT010,190.59193,812.85,166.41,356.46,Low Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
NC,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT049,2532.7249,2963.13,2211.3,4737.11,Medium Stock Required
FD,OUT045,1011.4835,1872.56,883.14,1891.84,Low Stock Required
NC,OUT013,722.75354,1582.89,631.03,1351.82,Low Stock Required
FD,OUT027,2330.0789,2842.11,2034.41,4358.13,Medium Stock Required
